query,perfume_id,perfume_name,brand,description
woody spicy perfume for men,15,donald-trump,trump,"donald-trump by trump. accords: green, fresh spicy, aromatic. top notes: cucumber, black basil, mint, citruses. middle notes: spicy notes, pepper, herbal notes, woody notes. base notes: spicy notes, exotic woods, vetiver."
trump's date night fragrance,15,donald-trump,trump,"donald-trump by trump. accords: green, fresh spicy, aromatic. top notes: cucumber, black basil, mint, citruses. middle notes: spicy notes, pepper, herbal notes, woody notes. base notes: spicy notes, exotic woods, vetiver."
romantic winter perfume,16,school,rook-perfumes,"school by rook-perfumes. accords: rubber, mineral, paper. top notes: concrete, woody notes, ozonic notes, moss. middle notes: rubber, paper, olibanum. base notes: coffee, cedar."
woody and ozonic notes perfume,16,school,rook-perfumes,"school by rook-perfumes. accords: rubber, mineral, paper. top notes: concrete, woody notes, ozonic notes, moss. middle notes: rubber, paper, olibanum. base notes: coffee, cedar."
perfume with rubber accord,16,school,rook-perfumes,"school by rook-perfumes. accords: rubber, mineral, paper. top notes: concrete, woody notes, ozonic notes, moss. middle notes: rubber, paper, olibanum. base notes: coffee, cedar."
date night fragrance with coffee base,16,school,rook-perfumes,"school by rook-perfumes. accords: rubber, mineral, paper. top notes: concrete, woody notes, ozonic notes, moss. middle notes: rubber, paper, olibanum. base notes: coffee, cedar."
winter evening scent with paper notes,16,school,rook-perfumes,"school by rook-perfumes. accords: rubber, mineral, paper. top notes: concrete, woody notes, ozonic notes, moss. middle notes: rubber, paper, olibanum. base notes: coffee, cedar."
perfume for cold nights,16,school,rook-perfumes,"school by rook-perfumes. accords: rubber, mineral, paper. top notes: concrete, woody notes, ozonic notes, moss. middle notes: rubber, paper, olibanum. base notes: coffee, cedar."
fragrance with concrete top notes,16,school,rook-perfumes,"school by rook-perfumes. accords: rubber, mineral, paper. top notes: concrete, woody notes, ozonic notes, moss. middle notes: rubber, paper, olibanum. base notes: coffee, cedar."
scented candle alternative perfume,16,school,rook-perfumes,"school by rook-perfumes. accords: rubber, mineral, paper. top notes: concrete, woody notes, ozonic notes, moss. middle notes: rubber, paper, olibanum. base notes: coffee, cedar."
woody and coffee perfume for men,16,school,rook-perfumes,"school by rook-perfumes. accords: rubber, mineral, paper. top notes: concrete, woody notes, ozonic notes, moss. middle notes: rubber, paper, olibanum. base notes: coffee, cedar."
perfume with olibanum and cedar,16,school,rook-perfumes,"school by rook-perfumes. accords: rubber, mineral, paper. top notes: concrete, woody notes, ozonic notes, moss. middle notes: rubber, paper, olibanum. base notes: coffee, cedar."
romantic winter perfume,17,glamour-gold-glam,o-boticario,"glamour-gold-glam by o-boticario. accords: woody, white floral, fruity. top notes: raspberry, neroli, bergamot. middle notes: jasmine, orange blossom, tuberose. base notes: clearwood, amber, sandalwood, patchouli, cistus incanus."
date night scent with jasmine,17,glamour-gold-glam,o-boticario,"glamour-gold-glam by o-boticario. accords: woody, white floral, fruity. top notes: raspberry, neroli, bergamot. middle notes: jasmine, orange blossom, tuberose. base notes: clearwood, amber, sandalwood, patchouli, cistus incanus."
winter evening fragrance notes,17,glamour-gold-glam,o-boticario,"glamour-gold-glam by o-boticario. accords: woody, white floral, fruity. top notes: raspberry, neroli, bergamot. middle notes: jasmine, orange blossom, tuberose. base notes: clearwood, amber, sandalwood, patchouli, cistus incanus."
girly perfume with orange blossom,17,glamour-gold-glam,o-boticario,"glamour-gold-glam by o-boticario. accords: woody, white floral, fruity. top notes: raspberry, neroli, bergamot. middle notes: jasmine, orange blossom, tuberose. base notes: clearwood, amber, sandalwood, patchouli, cistus incanus."
woody and fruity perfume for her,17,glamour-gold-glam,o-boticario,"glamour-gold-glam by o-boticario. accords: woody, white floral, fruity. top notes: raspberry, neroli, bergamot. middle notes: jasmine, orange blossom, tuberose. base notes: clearwood, amber, sandalwood, patchouli, cistus incanus."
perfume with tuberose and sandalwood,17,glamour-gold-glam,o-boticario,"glamour-gold-glam by o-boticario. accords: woody, white floral, fruity. top notes: raspberry, neroli, bergamot. middle notes: jasmine, orange blossom, tuberose. base notes: clearwood, amber, sandalwood, patchouli, cistus incanus."
date night perfume with clearwood,17,glamour-gold-glam,o-boticario,"glamour-gold-glam by o-boticario. accords: woody, white floral, fruity. top notes: raspberry, neroli, bergamot. middle notes: jasmine, orange blossom, tuberose. base notes: clearwood, amber, sandalwood, patchouli, cistus incanus."
scented candle like glamour-gold-glam,17,glamour-gold-glam,o-boticario,"glamour-gold-glam by o-boticario. accords: woody, white floral, fruity. top notes: raspberry, neroli, bergamot. middle notes: jasmine, orange blossom, tuberose. base notes: clearwood, amber, sandalwood, patchouli, cistus incanus."
perfume with raspberry and neroli top notes,17,glamour-gold-glam,o-boticario,"glamour-gold-glam by o-boticario. accords: woody, white floral, fruity. top notes: raspberry, neroli, bergamot. middle notes: jasmine, orange blossom, tuberose. base notes: clearwood, amber, sandalwood, patchouli, cistus incanus."
french perfume with amber and patchouli,17,glamour-gold-glam,o-boticario,"glamour-gold-glam by o-boticario. accords: woody, white floral, fruity. top notes: raspberry, neroli, bergamot. middle notes: jasmine, orange blossom, tuberose. base notes: clearwood, amber, sandalwood, patchouli, cistus incanus."
romantic fragrance,18,clean-simply-soap,clean,"clean-simply-soap by clean. accords: floral, powdery, citrus. top notes: bergamot, frangipani. middle notes: lotus, violet, rose. base notes: musk."
winter evening scent,18,clean-simply-soap,clean,"clean-simply-soap by clean. accords: floral, powdery, citrus. top notes: bergamot, frangipani. middle notes: lotus, violet, rose. base notes: musk."
powdery floral perfume,18,clean-simply-soap,clean,"clean-simply-soap by clean. accords: floral, powdery, citrus. top notes: bergamot, frangipani. middle notes: lotus, violet, rose. base notes: musk."
date night fragrance,18,clean-simply-soap,clean,"clean-simply-soap by clean. accords: floral, powdery, citrus. top notes: bergamot, frangipani. middle notes: lotus, violet, rose. base notes: musk."
clean simply soap perfume notes,18,clean-simply-soap,clean,"clean-simply-soap by clean. accords: floral, powdery, citrus. top notes: bergamot, frangipani. middle notes: lotus, violet, rose. base notes: musk."
frangipani and bergamot perfume,18,clean-simply-soap,clean,"clean-simply-soap by clean. accords: floral, powdery, citrus. top notes: bergamot, frangipani. middle notes: lotus, violet, rose. base notes: musk."
lotus and rose perfume notes,18,clean-simply-soap,clean,"clean-simply-soap by clean. accords: floral, powdery, citrus. top notes: bergamot, frangipani. middle notes: lotus, violet, rose. base notes: musk."
musk and vanilla perfume,18,clean-simply-soap,clean,"clean-simply-soap by clean. accords: floral, powdery, citrus. top notes: bergamot, frangipani. middle notes: lotus, violet, rose. base notes: musk."
clean winter fragrance,18,clean-simply-soap,clean,"clean-simply-soap by clean. accords: floral, powdery, citrus. top notes: bergamot, frangipani. middle notes: lotus, violet, rose. base notes: musk."
date night floral perfume,18,clean-simply-soap,clean,"clean-simply-soap by clean. accords: floral, powdery, citrus. top notes: bergamot, frangipani. middle notes: lotus, violet, rose. base notes: musk."
romantic fragrance for winter,19,visionair-midnight-blue,michael-malul-london,"visionair-midnight-blue by michael-malul-london. accords: ozonic, aquatic, lavender. top notes: watermelon, lavender, bergamot. middle notes: lotus, jasmine. base notes: musk, sandalwood, amber."
midnight blue perfume by michael malul london,19,visionair-midnight-blue,michael-malul-london,"visionair-midnight-blue by michael-malul-london. accords: ozonic, aquatic, lavender. top notes: watermelon, lavender, bergamot. middle notes: lotus, jasmine. base notes: musk, sandalwood, amber."
ozonic and aquatic perfume notes,19,visionair-midnight-blue,michael-malul-london,"visionair-midnight-blue by michael-malul-london. accords: ozonic, aquatic, lavender. top notes: watermelon, lavender, bergamot. middle notes: lotus, jasmine. base notes: musk, sandalwood, amber."
perfume with lotus and jasmine,19,visionair-midnight-blue,michael-malul-london,"visionair-midnight-blue by michael-malul-london. accords: ozonic, aquatic, lavender. top notes: watermelon, lavender, bergamot. middle notes: lotus, jasmine. base notes: musk, sandalwood, amber."
date night scent with lavender,19,visionair-midnight-blue,michael-malul-london,"visionair-midnight-blue by michael-malul-london. accords: ozonic, aquatic, lavender. top notes: watermelon, lavender, bergamot. middle notes: lotus, jasmine. base notes: musk, sandalwood, amber."
winter evening perfume with watermelon,19,visionair-midnight-blue,michael-malul-london,"visionair-midnight-blue by michael-malul-london. accords: ozonic, aquatic, lavender. top notes: watermelon, lavender, bergamot. middle notes: lotus, jasmine. base notes: musk, sandalwood, amber."
sandalwood and amber fragrance,19,visionair-midnight-blue,michael-malul-london,"visionair-midnight-blue by michael-malul-london. accords: ozonic, aquatic, lavender. top notes: watermelon, lavender, bergamot. middle notes: lotus, jasmine. base notes: musk, sandalwood, amber."
musk and vanilla date night perfume,19,visionair-midnight-blue,michael-malul-london,"visionair-midnight-blue by michael-malul-london. accords: ozonic, aquatic, lavender. top notes: watermelon, lavender, bergamot. middle notes: lotus, jasmine. base notes: musk, sandalwood, amber."
midnight blue ozonic perfume,19,visionair-midnight-blue,michael-malul-london,"visionair-midnight-blue by michael-malul-london. accords: ozonic, aquatic, lavender. top notes: watermelon, lavender, bergamot. middle notes: lotus, jasmine. base notes: musk, sandalwood, amber."
perfume with lavender and musk,19,visionair-midnight-blue,michael-malul-london,"visionair-midnight-blue by michael-malul-london. accords: ozonic, aquatic, lavender. top notes: watermelon, lavender, bergamot. middle notes: lotus, jasmine. base notes: musk, sandalwood, amber."
romantic winter perfume,22,classique-pride-edition,jean-paul-gaultier,"classique-pride-edition by jean-paul-gaultier. accords: citrus, white floral, musky. top notes: yuzu, blood orange. middle notes: neroli, orange blossom. base notes: musk, white wood."
yuzu and neroli perfume,22,classique-pride-edition,jean-paul-gaultier,"classique-pride-edition by jean-paul-gaultier. accords: citrus, white floral, musky. top notes: yuzu, blood orange. middle notes: neroli, orange blossom. base notes: musk, white wood."
perfect date night fragrance,22,classique-pride-edition,jean-paul-gaultier,"classique-pride-edition by jean-paul-gaultier. accords: citrus, white floral, musky. top notes: yuzu, blood orange. middle notes: neroli, orange blossom. base notes: musk, white wood."
white floral musky scent,22,classique-pride-edition,jean-paul-gaultier,"classique-pride-edition by jean-paul-gaultier. accords: citrus, white floral, musky. top notes: yuzu, blood orange. middle notes: neroli, orange blossom. base notes: musk, white wood."
classique pride edition by jean-paul-gaultier,22,classique-pride-edition,jean-paul-gaultier,"classique-pride-edition by jean-paul-gaultier. accords: citrus, white floral, musky. top notes: yuzu, blood orange. middle notes: neroli, orange blossom. base notes: musk, white wood."
warm vanilla and musk perfume,22,classique-pride-edition,jean-paul-gaultier,"classique-pride-edition by jean-paul-gaultier. accords: citrus, white floral, musky. top notes: yuzu, blood orange. middle notes: neroli, orange blossom. base notes: musk, white wood."
citrusy winter evening fragrance,22,classique-pride-edition,jean-paul-gaultier,"classique-pride-edition by jean-paul-gaultier. accords: citrus, white floral, musky. top notes: yuzu, blood orange. middle notes: neroli, orange blossom. base notes: musk, white wood."
perfume with orange blossom and musk,22,classique-pride-edition,jean-paul-gaultier,"classique-pride-edition by jean-paul-gaultier. accords: citrus, white floral, musky. top notes: yuzu, blood orange. middle notes: neroli, orange blossom. base notes: musk, white wood."
date night perfume with yuzu top notes,22,classique-pride-edition,jean-paul-gaultier,"classique-pride-edition by jean-paul-gaultier. accords: citrus, white floral, musky. top notes: yuzu, blood orange. middle notes: neroli, orange blossom. base notes: musk, white wood."
seasonal winter perfume with orange blossom,22,classique-pride-edition,jean-paul-gaultier,"classique-pride-edition by jean-paul-gaultier. accords: citrus, white floral, musky. top notes: yuzu, blood orange. middle notes: neroli, orange blossom. base notes: musk, white wood."
romantic winter perfume,23,oud-imperium,navitus-parfums,"oud-imperium by navitus-parfums. accords: woody, vanilla, amber. top notes: apple, lavender, lemon. middle notes: jasmine, vanilla, woody notes, lily-of-the-valley. base notes: agarwood (oud), amber, tonka bean, sandalwood, cypriol oil or nagarmotha, musk, guaiac wood."
